,Address,Area,City,HomeType,isNew,Latitude,Longitude,PostalCode,Price,ID,PaymentOnAccount,DistanceToShopping,DistanceToTransportation,DistanceToSchool,DistanceToForest,DistanceToWater,Balcony,Floors,Rooms,Toilets,Connection,LivingArea,YearOfConstruction,EstateValue,EnergyRating,Level,GroundArea,LandValue,Sewers,Basement,PriceDevelopment,Accessories,Heating,Windows,YearOfValuation,Exterior,NetOwnerFee,GrossOwnerFee
523,"Strandvejen 95, 1. tv.",129.0,København Ø,Ejerlejlighed,False,55.7222001825321,12.5771769324852,2100,4.995.000 ,127J00004,1.100  kr.,750  m,300  m,,,,,1,4,,,110  m2,2020,,,2,,,,,,,,,,,,
540,Teglstrupvej 22,140.0,København Ø,Villa,True,55.72022405968511,12.5548224143596,2100,4.995.000 ,1270000104,,,,,,,,2,4,2,indviduel tilslutning,120  m2,2006,2.700.000,B,,153  m2,910.600,,,0%,Bosch indbygningsovn - fra 2006Bosch opvaskemaskine - fra 2013AEG vaskemaskine - fra 2016AEG tørretumbler - fra 2016Bosch induktionskogeplader - fra 2006Exhausto emhætte - fra 2006Bosch køle-/fryseskab - fra 2016Klædeskab - på soveværelserne,,Termo,2018,Mursten,18.707  , 16.380  kr.
541,"Amerika Plads 3A, 7.",136.0,København Ø,Ejerlejlighed,True,55.6980189285293,12.5943461634364,2100,8.995.000 ,1260000168,,400  m,50  m,500  m,,500  m,Yes,1,4,2,Individuel tilslutning,115  m2,2016,2.700.000,A15,13,,376.700,,,0%,Siemens emhætte - fra 2016Siemens bordkomfur glaskeramisk - fra 2016Siemens indbygningsovn - fra 2016Siemens køle/fryseskab - fra 2016Siemens opvaskemaskine - fra 2016Siemens vaskemaskine - fra 2016Siemens tørretumbler - fra 2016,,Termo m. lags glas,2018,Mursten,29.645  , 25.959  kr.
542,Lundehusvej 27,140.0,København Ø,Villa,False,55.721288658030204,12.547964038622998,2100,5.850.000 ,1560000279,,350  m,290  m,1.000  m,,350  m,Yes,,3,1,Individuel tilslutning,113  m2,2013,3.050.000,B,,,485.200,,,0%,"Siemens  emhætte - fra 2019Siemens  bordkomfur, induktion  - fra 2016 indbygningsovn  - Siemens  køle-/fryseskab  - fra 2017 Bosch  vinskab  - fra 2016Bosch  opvaskemaskine  - fra 2016Bosch  vaskemaskine  - fra 2016Bosch  tørretumbler - fra 2016Siemens  kaffemaskine  - fra 2016 medfølgende klædeskabe i begge soveværelser -",,Termo,2018,Betonelementer,19.281  , 16.880  kr.
543,"Østbanegade 111, 2. th.",131.0,København Ø,Ejerlejlighed,False,55.704006138191296,12.5907545600236,2100,5.995.000 ,1260000040,,500  m,500  m,300  m,100  m,,,3,5,2,Yousee,113  m2,2016,2.550.000,A15,,4.863  m2,377.200,,,0%,Bosch indbygningsovn - 2016Bosch opvaskemaskine - 2016Bosch vaskemaskine - 2016Bosch tørretumbler - 2016Ukendt emfang - 2016Ukendt induktionskogeplade - 2018Bosch køle- fryseskab - 2016,,Lavenergi,2018,,14.682  , 12.853  kr.
555,"Helgesensgade 1, 2. th.",148.0,København Ø,Ejerlejlighed,True,55.6947435601694,12.5725112323492,2100,8.980.000 ,1260000160,,600  m,1.000  m,1.700  m,,,Yes,1,4,1,,113  m2,2019,2.216.947,A20,3,,310.397,,,0%,Se materialebeskrivelse i HavneBryggen Castor salgsbrochure.,"Fjernvarme, gulvvarme i alle boliger","Energiruder, træ/hvid indvendig. Udvendig alu/komposit mørk farve",2017,,25.823  , 22.611  kr.
556,Teglstrupvej 32,150.0,København Ø,Villa,False,55.721324155329704,12.5544885107971,2100,5.945.000 ,127B00100,,500  m,300  m,300  m,500  m,5.000  m,,3,4,2,Individuel tilslutning,115  m2,2016,2.650.000,A15,,2.823  m2,452.900,,,-10%,Emhætte Siemens 2016 - Indbygningsovn Siemens 2016 - Kogeplader Siemens 2016 - Køle-/Fryseskab Siemens 2016 - Opvaskemaskine Siemens 2016 - Vaskemaskine Siemens 2016 - Tørretumbler Siemens 2016 - Quooker 2016 - Klædeskabe i lejligheden - Kommode badeværelse - Hylder i stueetagens - Gardiner i huset - Væglamper i huset.,,Termoruder,2018,Mursten,16.917  , 14.811  kr.
565,"Amerika Plads 23, 8. tv.",160.0,København Ø,Ejerlejlighed,False,55.7000493919794,12.5933452482637,2100,9.995.000 ,126H00359,1.400  kr.,150  m,300  m,1.800  m,,,,1,4,,,116  m2,2019,,,7,,,,,,,,,,,,
576,"Kristianiagade 22, st.. th.",178.0,København Ø,Ejerlejlighed,False,55.6961770672727,12.5898689456608,2100,9.250.000 ,1260000038,1.200  kr.,800  m,500  m,450  m,,,,1,5,1,,113  m2,2019,,A15,1,,,,,,,,,,,,
577,"Classensgade 17, 5. th.",177.0,København Ø,Ejerlejlighed,False,55.6970199698027,12.582549688046598,2100,8.995.000 ,126H00344,1.400  kr.,,,,,,Yes,1,4,,,112  m2,2018,,,10,,,,,,,,,,,,
592,"Østerbrogade 84C, 4. th.",182.0,København Ø,Ejerlejlighed,False,55.70057460862921,12.577787217014,2100,8.495.000 ,126H00353,800  kr.,300  m,300  m,800  m,,1.300  m,Yes,1,4,1,,117  m2,2019,,,,,,,,,{\rtf1\deff0{\fonttbl{\f0 Calibri;}}{\colortbl ;\red0\green0\blue255 ;}{\*\defchp \fs22}{\stylesheet {\ql\fs22 Normal;}{\*\cs1\fs22 Default Paragraph Font;}{\*\cs2\sbasedon1\fs22 Line Number;}{\*\cs3\ul\fs22\cf1 Hyperlink;}{\*\ts4\tsrowd\fs22\ql\tscellpaddfl3\tscellpaddl108\tscellpaddfb3\tscellpaddfr3\tscellpaddr108\tscellpaddft3\tsvertalt\cltxlrtb Normal Table;}{\*\ts5\tsrowd\sbasedon4\fs22\ql\trbrdrt\brdrs\brdrw10\trbrdrl\brdrs\brdrw10\trbrdrb\brdrs\brdrw10\trbrdrr\brdrs\brdrw10\trbrdrh\brdrs\brdrw10\trbrdrv\brdrs\brdrw10\tscellpaddfl3\tscellpaddl108\tscellpaddfr3\tscellpaddr108\tsvertalt\cltxlrtb Table Simple 1;}}{\*\listoverridetable}\nouicompat\splytwnine\htmautsp\sectd\pard\plain\ql\fs22\par},,,,,,
597,"Ryvangs Allé 22A, 1.",191.0,København Ø,Ejerlejlighed,False,55.7214720061821,12.572054600556099,2100,8.995.000 ,156-04353,1.300  kr.,,110  m,110  m,,,Yes,1,4,,,114  m2,2020,,,5,,,,,,,,,,,,
603,"Østerbrogade 54A, 2. th.",212.0,København Ø,Ejerlejlighed,False,55.697540416605705,12.579565467992499,2100,9.800.000 ,1260000036,800  kr.,300  m,300  m,800  m,,1.300  m,Yes,1,4,1,,116  m2,2019,,,3,,,,,,{\rtf1\deff0{\fonttbl{\f0 Calibri;}}{\colortbl ;\red0\green0\blue255 ;}{\*\defchp \fs22}{\stylesheet {\ql\fs22 Normal;}{\*\cs1\fs22 Default Paragraph Font;}{\*\cs2\sbasedon1\fs22 Line Number;}{\*\cs3\ul\fs22\cf1 Hyperlink;}{\*\ts4\tsrowd\fs22\ql\tscellpaddfl3\tscellpaddl108\tscellpaddfb3\tscellpaddfr3\tscellpaddr108\tscellpaddft3\tsvertalt\cltxlrtb Normal Table;}{\*\ts5\tsrowd\sbasedon4\fs22\ql\trbrdrt\brdrs\brdrw10\trbrdrl\brdrs\brdrw10\trbrdrb\brdrs\brdrw10\trbrdrr\brdrs\brdrw10\trbrdrh\brdrs\brdrw10\trbrdrv\brdrs\brdrw10\tscellpaddfl3\tscellpaddl108\tscellpaddfr3\tscellpaddr108\tsvertalt\cltxlrtb Table Simple 1;}}{\*\listoverridetable}\nouicompat\splytwnine\htmautsp\sectd\pard\plain\ql\fs22\par},,,,,,
605,Ryvangs Alle 10,249.0,København Ø,Villa,False,,,2100,22.000.000 ,156-04522,800  kr.,300  m,300  m,800  m,,1.300  m,Yes,1,4,1,,119  m2,2019,,,1,,,,,,,,,,,,
613,Solvænget 8,264.0,København Ø,Rækkehus,False,55.7189168682899,12.5797500619751,2100,17.000.000 ,1270000058,,800  m,280  m,130  m,,1.200  m,,2,4,2,Undersøges,122  m2,1936,3.000.000,D,,536  m2,1.693.400,,61  m2,0%,Siemens indbygningsovn - fra 2008Lifetex microovn - fra 2015Gram opvaskemaskine - fra 2015Samsung vaskemaskine - fra 2018Indesit tørretumbler - ukendtSiemens induktionskogeplader - fra 2008CT Thermax emhætte - fra 2008Gram kummefryser - ukendtBosch køleskab - fra 2018JKE Design og HTH klædeskab - ukendt,,Termo lavenergi m. 3 lags glas,2018,Gasbeton,26.191  , 22.933  kr.
625,"Slejpnersgade 6, 1. 3.",44.0,København N,Ejerlejlighed,False,55.7011751523974,12.543234087291601,2200,1.899.000 ,1050000126,1.500  kr.,,,,,,Yes,1,5,2,,126  m2,2019,,A20,,,,,,,,,,,,,
626,"Thorsgade 54, st.. th.",47.0,København N,Ejerlejlighed,False,55.6972134924561,12.5490785304428,2200,2.398.000 ,1050000111,1.500  kr.,,,,,,Yes,1,5,2,,126  m2,2018,,A20,,,,,,,,,,,,,
627,"Dagmarsgade 26, 2. 156.",44.0,København N,Ejerlejlighed,False,,,2200,1.995.000 ,105B00079,1.500  kr.,,,,,,Yes,1,5,2,,128  m2,2018,,A20,,,,,,,,,,,,,
628,"Bjelkes Allé 34, 2. 39.",47.0,København N,Ejerlejlighed,False,55.693553089850596,12.5440994746004,2200,2.299.000 ,1050000050,1.500  kr.,,,,,,Yes,1,5,2,,125  m2,2018,,A20,,,,,,,,,,,,,
647,"Bjelkes Allé 6B, st..",54.0,København N,Ejerlejlighed,True,55.6924852361034,12.5457172243703,2200,2.095.000 ,1050000139,1.500  kr.,,,,,,Yes,1,5,2,,126  m2,2019,,A20,,,,,,,,,,,,,
648,"Husumgade 20, 2. th.",53.0,København N,Ejerlejlighed,True,55.6934952583414,12.5454004196292,2200,2.399.000 ,1050000164,1.500  kr.,,,,,,Yes,1,5,2,,129  m2,2018,,A20,,,,,,,,,,,,,
649,"Fredensborggade 2, 1. th.",56.0,København N,Ejerlejlighed,True,55.6986236794436,12.5398801604554,2200,2.199.000 ,1050000137,1.500  kr.,,,,,,Yes,1,5,2,,127  m2,2019,,A20,,,,,,,,,,,,,
650,"Wesselsgade 3, 1. th.",59.0,København N,Ejerlejlighed,True,55.686311448421094,12.5608645954504,2200,3.499.000 ,1050000083,1.500  kr.,,,,,,Yes,1,5,2,,126  m2,2019,,A20,,,,,,,,,,,,,
651,"Farumgade 9, 4. th.",58.0,København N,Ejerlejlighed,False,55.697839480777,12.542288914260302,2200,2.399.000 ,1050000129,1.500  kr.,,,,,,,1,5,2,,126  m2,2019,,A20,,,,,,,,,,,,,
652,"Meinungsgade 14, st.. tv.",53.0,København N,Ejerlejlighed,False,55.6920233338169,12.554433569972101,2200,2.295.000 ,1050000121,1.500  kr.,,,,,,,1,5,2,,125  m2,2019,,A20,,,,,,,,,,,,,
653,"Krogerupgade 65, st.. tv.",52.0,København N,Ejerlejlighed,False,55.69698307600861,12.540630440945401,2200,1.795.000 ,1050000116,1.500  kr.,,,,,,,1,5,2,,126  m2,2019,,A20,,,,,,,,,,,,,
654,"Heimdalsgade 20, 3. tv.",55.0,København N,Ejerlejlighed,False,55.7015054482834,12.5433854959272,2200,2.299.000 ,1050000108,1.500  kr.,,,,,,,1,5,2,,127  m2,2019,,A20,,,,,,,,,,,,,
655,"Hillerødgade 21A, 2. tv.",56.0,København N,Ejerlejlighed,False,55.697011449076,12.540011939805,2200,2.150.000 ,1050000109,1.500  kr.,,,,,,Yes,1,5,2,,127  m2,2018,,A20,,,,,,,,,,,,,
700,"Husumgade 49, 2. th.",69.0,København N,Ejerlejlighed,False,55.6944528469004,12.543534474398902,2200,3.695.000 ,1050000090,1.350  kr.,750  m,300  m,,,,,1,5,,,136  m2,2020,,,4,,,,,,,,,,,,
701,"Hamletsgade 4, 2. 162.",67.0,København N,Ejerlejlighed,False,55.70296542806621,12.5474979252211,2200,2.499.000 ,1050000041,800  kr.,300  m,300  m,800  m,,1.300  m,Yes,1,4,1,,132  m2,2019,0,,4,,0,,,,,,,2013,,,
702,"Ægirsgade 18, st.. tv.",63.0,København N,Ejerlejlighed,False,55.6987828137854,12.545863848870198,2200,2.299.000 ,1050000042,,300  m,,800  m,,,Yes,2,4,1,Kabel-TV/hybridnet,146  m2,2017,3.050.000,A20,9,,405.100,,,0%,EmhætteMiele bordkomfur glaskeramiskMiele indbygningsovnMiele køle/fryseskabMiele køle/svaleskabMiele opvaskemaskineMiele vaskemaskineMiele tørretumblerIndbygget klædeskabe - i entré og soveværelser,,Termo,2018,Beton/Teglsten,34.672  , 30.363  kr.
703,"Sorgenfrigade 7, 1. th.",61.0,København N,Ejerlejlighed,False,55.6956074949298,12.545415906124198,2200,2.699.000 ,1050000027,,400  m,400  m,900  m,,,,2,5,2,Kabel TV,141  m2,1904,2.850.000,C,2,,672.800,,,0%,Thermex emhætte - med ekstern motorWitt kogeplade - 2018Bosch indbygningsovn - Siemens køle- fryseskab - Electrolux opvaskemaskine - 2017,,Termo,2018,Pudset,25.065  , 21.947  kr.
718,"Egegade 2, 1. th.",78.0,København N,Ejerlejlighed,True,55.690344635832005,12.5594571942631,2200,3.999.000 ,1050000167,1.700  kr.,,110  m,110  m,,,Yes,1,4,,,153  m2,2020,,,2,,,,,,,,,,,,
719,"Tagensvej 94B, st..",73.0,København N,Ejerlejlighed,False,55.7028825615147,12.5488301878509,2200,2.199.000 ,1050000048,1.700  kr.,,110  m,110  m,,,,1,5,,,160  m2,2020,,,,,,,,,,,,,,,
720,"Baldersgade 71, 2. th.",73.0,København N,Ejerlejlighed,False,55.7018793321702,12.548647769829099,2200,3.395.000 ,1050000044,1.700  kr.,,110  m,110  m,,,Yes,1,4,,,153  m2,2020,,,2,,,,,,,,,,,,
721,"Blegdamsvej 26, 2. th.",75.0,København N,Ejerlejlighed,False,55.692578529716904,12.5647731403459,2200,3.299.000 ,1050000045,1.700  kr.,,110  m,110  m,,,Yes,1,4,,,153  m2,2020,,,2,,,,,,,,,,,,
745,"Husumgade 36, 2. th.",90.0,København N,Andelsbolig,False,55.694098946193705,12.5445142728717,2200,1.077.224 ,1050000114,,350  m,50  m,350  m,,,Yes,,3,1,Kabel-TV via Fibia,78  m2,1935,1.150.000,C,1,,185.900,,,0%,"Komfur (Gorenje), Vaske/tørremaskine (AEG), Opvaskemaskine (Siemens), Emhætte (Siemens) Kølefryseskab (Siemens)",,Termo,2018,Mursten,9.677  , 8.470  kr.
746,"Poppelgade 16, 4. tv.",86.0,København N,Ejerlejlighed,False,55.692286386850796,12.558562163755,2200,4.195.000 ,105G00050,,,,,,,Yes,1,3,1,Kabel TV,78  m2,1938,1.200.000,D,4,,198.100,,,0%,"Ikea køleskab med fryser, Ikea ovn, Siemens opvaskemaskine, Gorenje gaskogeplader",,Termo,2018,Mursten,10.832  , 9.481  kr.
747,"Ydunsgade 1, 4. th.",83.0,København N,Ejerlejlighed,False,55.698503966656894,12.552973602559499,2200,3.699.000 ,1050000046,,500  m,300  m,500  m,,,No,1,3,1,,79  m2,1933,1.100.000,C,1,,223.900,,,0%,Gram komfur - Bosch opvaskemaskine - Bosch køle/fryseskab  - Gorenje emhætte - Electrolux vaskemaskine -,,Termovinduer,2017,Mursten,9.688  , 8.479  kr.
774,"Ryesgade 6, st.. tv.",93.0,København N,Ejerlejlighed,True,55.6902703028399,12.5644560551511,2200,4.750.000 ,1050000161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,"Baldersgade 39, st.. tv.",91.0,København N,Ejerlejlighed,False,55.7002397274755,12.5457645628277,2200,3.650.000 ,1050000133,1.050  kr.,350  m,270  m,290  m,,,,1,3,,,94  m2,2017,,,,,,,,,,,,,,,
776,"Kapelvej 46, 3. th.",98.0,København N,Ejerlejlighed,False,55.686336617737894,12.5512273674124,2200,4.595.000 ,1050000146,1.100  kr.,100  m,150  m,650  m,,,,1,3,,,91  m2,2007,,,1,,,,,,,,,,,,
777,"Jagtvej 7, 1. tv.",100.0,København N,Ejerlejlighed,False,55.6885398755542,12.5419704792473,2200,4.299.000 ,1050000003,1.100  kr.,55  m,450  m,650  m,,,,1,3,,,91  m2,2008,,,1,,,,,,,,,,,,
787,"Poppelgade 4, 1. th.",105.0,København N,Andelsbolig,True,55.692048867660105,12.5593570411326,2200,1.799.000 ,1050000162,14.500  kr.,,,,,5  m,Yes,1,3,1,,100  m2,2007,,C,3,,,,,,,,,,,,
788,"Peblinge Dossering 4, 2. tv.",108.0,København N,Ejerlejlighed,False,55.6869343939703,12.5619019073772,2200,6.750.000 ,1280000059,1.100  kr.,450  m,400  m,350  m,,,,1,3,,,99  m2,2014,,,4,,,,,,,,,,,,
789,"Heimdalsgade 37A, 1. tv.",102.0,København N,Ejerlejlighed,False,55.7025098448306,12.544638705555698,2200,3.645.000 ,1050000120,1.100  kr.,250  m,200  m,150  m,,,,1,4,,,98  m2,2014,,,3,,,,,,,,,,,,
790,"Peblinge Dossering 4, st.. tv.",108.0,København N,Ejerlejlighed,False,55.6869343939703,12.5619019073772,2200,5.595.000 ,1110000046,1.075  kr.,220  m,,100  m,,50  m,Yes,1,4,1,,99  m2,2014,,A15,2,,,,,,,,,,,,
791,"Julius Bloms Gade 3, 2. th.",101.0,København N,Ejerlejlighed,False,55.6931364817145,12.5468530148644,2200,4.695.000 ,105B00088,1.100  kr.,71  m,140  m,,,,Yes,1,3,,,97  m2,2007,,,4,,,,,,,,,,,,
802,"Ahornsgade 19, 2.",114.0,København N,Ejerlejlighed,True,55.6917094332428,12.5593352388867,2200,4.699.000 ,1050000053,1.100  kr.,350  m,270  m,280  m,,,Yes,1,3,,,105  m2,2017,,,3,,,,,,,,,,,,
807,"Julius Bloms Gade 4, 5. tv.",121.0,København N,Ejerlejlighed,True,55.6934456559459,12.546879608157301,2200,5.299.000 ,1050000134,1.100  kr.,350  m,270  m,280  m,,,Yes,1,4,,,104  m2,2017,,,4,,,,,,,,,,,,
813,"Hørsholmsgade 28, 5.",158.0,København N,Ejerlejlighed,False,55.693271610052605,12.54247934696,2200,4.750.000 ,105A00297,1.100  kr.,350  m,270  m,280  m,,,,1,4,,,105  m2,2017,,,3,,,,,,,,,,,,
818,"Åboulevard 50, 2. th.",214.0,København N,Ejerlejlighed,False,55.68513885819279,12.5525520864727,2200,6.695.000 ,1050000085,1.100  kr.,350  m,270  m,280  m,,,,1,3,,,104  m2,2017,,,5,,,,,,,,,,,,
819,"Sorrentovej 18, 2. mf.",26.0,København S,Ejerlejlighed,True,55.65811010175779,12.622672607565699,2300,1.295.000 ,1170000105,1.150  kr.,350  m,270  m,280  m,,,,1,3,,,106  m2,2017,,,5,,,,,,,,,,,,
824,"Hyacintgården 9, 1. 3.",34.0,København S,Ejerlejlighed,False,55.6486225178014,12.6122059745633,2300,1.250.000 ,1140000087,,60  m,20  m,550  m,,10  m,,7,4,1,,114  m2,2019,5.750.000,A15,3,,400.000,,,0%,"Siemens hvidevare, se evt. bilag 3.3 Materialebeskrivelse",,,2018,,22.187  , 19.428  kr.
825,Bregnegangen 29,37.0,København S,Villa,False,55.646773224292794,12.595478749089,2300,2.295.000 ,134C00107,,700  m,300  m,1.900  m,,10  m,Yes,1,4,2,"Klargjort til kabel-tv, individuel tilslutning",112  m2,2019,5.395.000,A,1,,467.665,,,0%,"Induktionskogeplade - MIELE Indbygningsovn - MIELE Integreret køle-/fryskeskab - MIELE Integreret opvaskemaskine - MIELE Emhætte - EXHAUSTO Vaskemaskine - MIELE Kondenstørretumbler - MIELE  Mulighed for tilvalg - Se endvidere ""Bilag 11 - Materialebeskrivelse""",,,2017,,20.817  , 18.225  kr.
833,"Gerbrandsvej 20, 2. 4.",44.0,København S,Ejerlejlighed,True,55.6470732845391,12.617620722994099,2300,1.575.000 ,1450000188,1.250  kr.,350  m,270  m,280  m,,,Yes,1,4,,,115  m2,2017,,,,,,,,,,,,,,,
834,"Gerbrandsvej 10, st.. 3.",48.0,København S,Ejerlejlighed,False,55.6466201925019,12.6156121395946,2300,1.650.000 ,1170000093,1.250  kr.,350  m,270  m,280  m,,,Yes,1,4,,,118  m2,2017,,,3,,,,,,,,,,,,
835,"Tyrolsgade 12, 1. th.",45.0,København S,Ejerlejlighed,False,55.6594345448065,12.609149685536,2300,1.595.000 ,1200000076,1.250  kr.,350  m,270  m,280  m,,,Yes,1,4,,,119  m2,2017,,,3,,,,,,,,,,,,
836,"Syriensvej 24, 1. 4.",46.0,København S,Ejerlejlighed,False,55.64956441536221,12.622367309048,2300,1.650.000 ,1200000078,1.250  kr.,350  m,270  m,280  m,,,,1,4,,,118  m2,2017,,,4,,,,,,,,,,,,
837,"Tyrolsgade 12, 3. tv.",50.0,København S,Ejerlejlighed,False,55.6594345448065,12.609149685536,2300,1.700.000 ,1340000044,,300  m,250  m,250  m,,1  m,Yes,3,3,2,,123  m2,2019,6.195.000,A15,1,,500.000,,,0%,Siemens kølefryseskab - Siemens 3v-ovn pyrolyse - Siemens glaskogeplade sort - Siemens opvaskemaskine -  emfang integreret i køkkenskab - Siemens  vaskemaskine  - Siemens  tørretumbler  -,Generelt gulvvarme med individuel rumregulering fra ejerforeningens egen varmecentral,,2018,,23.910  , 20.936  kr.
838,"Jansvej 22, 2. tv.",47.0,København S,Ejerlejlighed,False,55.645028390720206,12.617374908882699,2300,1.835.000 ,1340000033,,700  m,300  m,1.900  m,,10  m,Yes,1,4,,"Klargjort til kabel-tv, individuel tilslutning",125  m2,2020,5.695.000,A,2,,521.626,,,0%,"Induktionskogeplade - MIELE Indbygningsovn - MIELE Integreret køle-/fryskeskab - MIELE Integreret opvaskemaskine - MIELE Emhætte - EXHAUSTO Vaskemaskine - MIELE Kondenstørretumbler - MIELE  Mulighed for tilvalg - Se endvidere ""Bilag 11 - Materialebeskrivelse""",,,2017,,21.967  , 19.233  kr.
839,"Ålandsgade 30, 4. tv.",42.0,København S,Ejerlejlighed,False,55.6618164229142,12.6073257401476,2300,1.795.000 ,1450000006,,700  m,300  m,1.900  m,,10  m,,1,4,,"Klargjort til kabel-tv, individuel tilslutning",127  m2,2020,6.795.000,A,5,,539.337,,,0%,"Induktionskogeplade - MIELE Indbygningsovn - MIELE Integreret køle-/fryskeskab - MIELE Integreret opvaskemaskine - MIELE Emhætte - SILVERLINE Vaskemaskine - MIELE Kondenstørretumbler - MIELE  Mulighed for tilvalg - Se endvidere ""Bilag 11 - Materialebeskrivelse""",,"3-lags, DW-Godkendte, lavenergiruder,",2018,,26.217  , 22.957  kr.
865,"Hedegaardsvej 31, st.. th.",60.0,København S,Ejerlejlighed,True,55.6456255617296,12.6341341877286,2300,2.095.000 ,1340000114,,,500  m,,,,No,1,2,1,,56  m2,1932,910.000,C,,,119.800,,,0%,LG køle-/fryseskan - Gram komfur - Bosch opvaskemaskine - ukendt emhætte -,,Tolags energirude.,2018,Mursten,7.762  , 6.792  kr.
866,"Lynettevej 7, 2. TV.",58.0,København S,Ejerlejlighed,True,55.6596785549425,12.612487297373299,2300,1.995.000 ,134C00119,,,,400  m,,,Yes,,2,1,Yousee Kabelnet - Grundpakken,56  m2,1932,1.000.000,C,4,,119.800,,,0%,Afventer sælger.,,Termo,2018,Mursten,8.823  , 7.722  kr.
867,"Bremensgade 23, 4. mf.",56.0,København S,Ejerlejlighed,True,55.6661487357306,12.617624548810301,2300,2.145.000 ,1450000183,,210  m,,,,,,,2,1,,60  m2,1937,1.050.000,E,3,,85.000,,,-4%,BEKO vaskemaskineWhirepool emhætteOpvaskemaskineKogeplade/BordkomfurOvn - defekt luftvarmeGRAM køle/fryseskab,,Termo,2018,Mursten,9.291  , 8.131  kr.
868,"Kongelundsvej 38, 1. tv.",53.0,København S,Ejerlejlighed,False,55.6397970915996,12.588737047049902,2300,1.845.000 ,1200000084,,290  m,210  m,1.700  m,,,,,2,1,TDC hybridnet,59  m2,1914,1.050.000,D,1,,177.100,,,-3%,"Electrolux køleskab - Voss, Electrolux komfur - Bauknecht vaskemaskine -",,Termo,2018,"Mursten (tegl, kalksten, cementsten)",8.436  , 7.384  kr.
869,"Anders Henriksens Gade 5, st.. tv.",52.0,København S,Ejerlejlighed,False,55.66434285859321,12.599712654071,2300,2.250.000 ,117S00013,,400  m,300  m,300  m,,,Yes,,2,1,YouSees kabelnet – Grundpakken,57  m2,1932,1.000.000,C,3,,119.800,,,0%,Siemens/KG32E491SD køle-/fryseskab  - overtaget med lejlighed i 04-2011SMEG/SDK455X-5 ovn - overtaget med lejlighed i 04-2011Whirlpool/Nutid Hin4T kogeplade/bordkomfur - installeret i lejlighed i 07-2012Gorenje/DK 450 E-1 emhætte - overtaget med lejlighed i 04-2011Asko Vølund/W6561 vaskemaskine - overtaget med lejlighed i 04-2011,,Termo,2018,"Mursten (tegl, kalksten, cementsten)",8.819  , 7.719  kr.
870,"Englandsvej 44, 1. th.",59.0,København S,Ejerlejlighed,False,55.65418871689239,12.6026734741944,2300,2.230.000 ,1200000085,,230  m,57  m,290  m,,,Yes,,2,1,,58  m2,1935,960.000,C,1,,135.200,,,-4%,køle-/fryseskab -  komfur - gas komfur emhætte -  vaskemaskine -  klædeskab - på værelset,,Termo,2018,"Mursten (tegl, kalksten, cementsten)",8.411  , 7.361  kr.
871,"Hallandsgade 6B, 4. tv.",54.0,København S,Ejerlejlighed,False,55.66364629555039,12.5997848085711,2300,2.075.000 ,1170000081,,400  m,350  m,300  m,,,Yes,,2,1,YouSees kabelnet – Grundpakken,57  m2,1932,1.000.000,C,4,,126.600,,,-5%,"Ikea køle/fryseskab - årstal - 2016Siemens ovn - Ikea kogeplade/bordkomfur - induktion, årstal - 2016Ikea opvaskeemakine - årstal - 2016Ikea emhætte - årstal - 2016Whirlpool AWEco 9660 vaskemaskine - topbetjent, 6.5 kg, a+++, årstal - 2016",,Termo,2018,"Mursten (tegl, kalksten, cementsten)",8.140  , 7.123  kr.
872,"Robert Jacobsens Vej 86, 2. 1.",58.0,København S,Ejerlejlighed,False,55.6165512526515,12.5713050785129,2300,2.195.000 ,1770000886,,250  m,350  m,750  m,,,Yes,1,2,1,,56  m2,1936,960.000,E,1,,151.300,,,-5%,"Uoplyst gaskomfur - Uoplyst emhætte - Uoplyst kyle-/fryseskab -  Hårde Hvidevarer Køber er gjort bekendt med, at de tilhørende hvidevarer overdrages til køber uden ansvar for funktionsdygtighed. Forholdet er herefter sælger og medvirkende ejendomsmægler uvedkommende.",,,2018,Mursten,6.125  , 5.360  kr.
873,"Bergthorasgade 17, 2. 5.",60.0,København S,Ejerlejlighed,False,55.6647490309079,12.5789789845696,2300,2.195.000 ,1170000067,,500  m,450  m,400  m,,,,,2,1,YouSees kabelnet – Grundpakken,59  m2,1932,960.000,C,,,113.600,,,-2%,Vestfrost køle-/fryseskab - Voss ovn - Thermor-Turbo emhætte - AEG Lavamat vaskemaskine -,,Termo,2018,"Mursten (tegl, kalksten, cementsten)",7.765  , 6.795  kr.
874,"Messinavej 12, 2. th.",59.0,København S,Ejerlejlighed,False,55.6601995342947,12.6209451407932,2300,2.350.000 ,1200000048,,200  m,180  m,100  m,400  m,,,1,2,1,,56  m2,1940,890.000,F,,,106.700,,,-3%,Hårde hvidevare,,,2017,,6.413  , 5.613  kr.
875,Kongelundsvej 90C,56.0,København S,Villa,False,55.6361032383965,12.587674092369198,2300,2.495.000 ,134M01085,,200  m,50  m,850  m,,,,4,2,1,Yousee,52  m2,1960,750.000,E,,,148.600,,,-3%,"Køle-/fryseskab mrk. IKEA, Ovn mrk. IKEA, Komfur mrk. SCHOTT CERAN, Emhætte mrk. Ukendt.Vaskemaskine mrk. IKEA,",,"Energiglas, termo",2018,Mursten,6.392  , 5.595  kr.
